t,frame_idx,ear,ear_threshold,blink_rate,smile_mm,smile_amplitude_mm,brow_mm,brow_amplitude_mm,asymmetry,asymmetry_std,gaze_dx,gaze_dy,gaze_x_std,gaze_y_std,face_distance_mm,tremor_chin_power_4_6hz,tremor_chin_dominant_hz,tremor_chin_motion_power,tremor_chin_lock_in,tremor_chin_pd_likelihood,tremor_lip_power_4_6hz,tremor_lip_dominant_hz,tremor_lip_motion_power,tremor_lip_lock_in,tremor_lip_pd_likelihood,head_yaw_deg,off_axis
14.574,237,0.486,0.5072,4.12,,44.95,24.4,15.21,0.0409,0.0192,0.0019,-0.0187,0.0026,0.0022,869.0,7.4e-05,2.08,0.003412,0.0,0.0,5.5e-05,2.21,0.001773,0.0,0.0,-10.9,0
14.616,238,0.4812,0.5072,4.1,,44.95,25.99,15.21,0.016,0.0192,-0.0001,-0.0187,0.0026,0.0022,863.0,7.5e-05,2.07,0.003424,0.0,0.0,5.5e-05,2.2,0.001773,0.0,0.0,-3.2,0
14.656,239,0.5014,0.5072,4.09,,44.95,22.56,15.21,0.01,0.0193,-0.0016,-0.0191,0.0026,0.0022,861.0,7e-05,2.06,0.003438,0.0,0.0,5.1e-05,2.19,0.001773,0.0,0.0,2.3,0
14.696,240,0.5038,0.5072,4.08,,44.95,22.7,15.21,0.016,0.0193,-0.0019,-0.0206,0.0026,0.0022,861.0,7e-05,2.05,0.003451,0.0,0.0,5.1e-05,2.18,0.001773,0.0,0.0,5.5,0
14.769,241,0.4951,0.5072,4.06,,44.95,21.49,15.21,0.0254,0.0193,-0.0029,-0.0193,0.0026,0.0022,853.0,7e-05,2.17,0.003464,0.0,0.0,5.1e-05,2.17,0.001773,0.0,0.0,8.8,0
14.813,242,0.4947,0.5072,4.05,,44.95,22.63,15.21,0.01,0.0193,-0.0004,-0.0215,0.0026,0.0022,856.0,7.2e-05,2.16,0.003478,0.0,0.0,5.4e-05,2.16,0.001773,0.0,0.0,-1.4,0
14.896,243,0.4963,0.5072,4.03,,44.95,22.29,15.21,0.013,0.0193,-0.0004,-0.0208,0.0026,0.0022,853.0,7.3e-05,2.15,0.003492,0.0,0.0,5.3e-05,2.15,0.001773,0.0,0.0,1.8,0
14.941,244,0.4969,0.5072,4.02,,44.95,21.63,15.21,0.0126,0.0193,-0.0004,-0.0207,0.0025,0.0022,856.0,7.3e-05,2.14,0.003506,0.0,0.0,5.3e-05,2.27,0.001773,0.0,0.0,-1.4,0
15.006,245,0.4844,0.5072,4.0,,44.95,22.46,15.21,0.0172,0.0193,0.0003,-0.0197,0.0025,0.0022,855.0,7.4e-05,2.13,0.00352,0.0,0.0,5.4e-05,2.26,0.001773,0.0,0.0,-3.2,0
15.086,246,0.4841,0.5072,3.98,,44.95,24.06,15.21,0.0293,0.0193,0.0013,-0.0211,0.0025,0.0022,856.0,7.8e-05,2.12,0.003535,0.0,0.0,5.7e-05,2.25,0.001773,0.0,0.0,-6.9,0
15.164,247,0.5,0.5072,3.96,,44.95,22.8,15.21,0.0375,0.0193,0.001,-0.022,0.0025,0.0022,855.0,7.3e-05,2.12,0.003147,0.0,0.0,5.2e-05,2.24,0.001559,0.0,0.0,-9.0,0
15.24,248,0.516,0.5072,3.94,,44.95,23.36,15.21,0.0923,0.0196,0.0042,-0.0233,0.0025,0.0022,856.0,7.3e-05,2.11,0.003166,0.0,0.0,5.2e-05,2.23,0.001563,0.0,0.0,-23.6,0
15.292,249,0.5102,0.5072,3.92,,44.95,23.22,15.21,0.091,0.0199,0.0051,-0.023,0.0026,0.0022,856.0,7.3e-05,2.1,0.003185,0.0,0.0,5.2e-05,2.22,0.001568,0.0,0.0,-24.6,0
15.36,250,0.4986,0.5072,7.81,,44.95,23.02,15.21,0.0473,0.0198,0.002,-0.0214,0.0026,0.0022,855.0,7.3e-05,2.09,0.003205,0.0,0.0,5.2e-05,2.21,0.001572,0.0,0.0,-10.4,0
15.4,251,0.4893,0.5072,7.79,,44.95,23.94,15.21,0.0377,0.0198,0.0027,-0.022,0.0026,0.0022,855.0,7.4e-05,2.08,0.003224,0.0,0.0,5.2e-05,2.2,0.001576,0.0,0.0,-10.4,0
15.451,252,0.4999,0.5072,7.77,,44.95,23.52,15.21,0.0374,0.0198,0.0022,-0.0225,0.0026,0.0022,850.0,7.7e-05,2.2,0.003245,0.0,0.0,5.5e-05,2.2,0.00158,0.0,0.0,-10.1,0
15.477,253,0.4945,0.5072,7.75,,44.95,23.53,15.21,0.0147,0.0198,-0.0004,-0.0222,0.0026,0.0022,849.0,7.8e-05,2.19,0.003265,0.0,0.0,5.5e-05,2.19,0.001584,0.0,0.0,-2.3,0
15.513,254,0.5105,0.5072,7.74,,44.95,22.02,15.21,0.0117,0.0198,-0.0007,-0.0228,0.0026,0.0022,852.0,7.5e-05,2.18,0.003285,0.0,0.0,5.1e-05,2.18,0.001589,0.0,0.0,-1.4,0
15.553,255,0.501,0.5072,7.72,,44.95,22.08,15.21,0.0071,0.0199,-0.0015,-0.0216,0.0026,0.0022,852.0,7.5e-05,2.17,0.003306,0.0,0.0,5.1e-05,2.17,0.001593,0.0,0.0,1.4,0
15.592,256,0.4922,0.5072,7.7,,44.95,23.27,15.21,0.0138,0.0199,-0.0003,-0.0207,0.0025,0.0022,852.0,7.7e-05,2.16,0.003327,0.0,0.0,5.4e-05,2.16,0.001597,0.0,0.0,-0.5,0
15.644,257,0.495,0.5072,7.67,,44.95,23.0,15.21,0.012,0.0199,-0.0004,-0.02,0.0025,0.0022,853.0,7.7e-05,2.15,0.003348,0.0,0.0,5.4e-05,2.27,0.001601,0.0,0.0,0.9,0
15.752,258,0.4945,0.5072,7.62,,44.95,22.18,15.21,0.0132,0.0199,-0.0007,-0.0193,0.0025,0.0022,852.0,7.7e-05,2.14,0.003369,0.0,0.0,5.4e-05,2.26,0.001605,0.0,0.0,3.2,0
15.791,259,0.4601,0.5072,7.6,,44.95,23.35,15.21,0.0149,0.0199,0.0,-0.0187,0.0025,0.0022,850.0,7.8e-05,2.13,0.003391,0.0,0.0,5.4e-05,2.25,0.001609,0.0,0.0,0.5,0
15.869,260,0.4557,0.5072,7.56,,44.95,22.89,15.21,0.0309,0.0199,-0.0026,-0.0194,0.0025,0.0022,844.0,7.9e-05,2.13,0.003412,0.0,0.0,5.4e-05,2.24,0.001613,0.0,0.0,9.8,0
15.946,261,0.4487,0.5072,7.53,,44.95,23.71,15.21,0.0311,0.0198,-0.0022,-0.0166,0.0025,0.0022,844.0,8.3e-05,2.12,0.003434,0.0,0.0,5.7e-05,2.24,0.001617,0.0,0.0,9.3,0
15.959,262,0.484,0.5072,7.52,,44.95,21.53,15.21,0.0281,0.0198,-0.0022,-0.0179,0.0025,0.0022,846.0,7.9e-05,2.11,0.003456,0.0,0.0,5.3e-05,2.23,0.001621,0.0,0.0,10.7,0
16.023,263,0.4745,0.5072,7.49,,44.95,22.31,15.21,0.0365,0.0198,-0.0015,-0.0193,0.0025,0.0022,847.0,7.9e-05,2.1,0.003478,0.0,0.0,5.3e-05,2.22,0.001625,0.0,0.0,12.2,0
16.143,264,0.4997,0.5072,7.43,,44.95,20.93,15.21,0.0269,0.0197,0.0,-0.0198,0.0025,0.0022,867.0,7.9e-05,2.09,0.0035,0.0,0.0,5.3e-05,2.21,0.001629,0.0,0.0,8.3,0
16.178,265,0.4929,0.5072,7.42,,44.95,20.6,15.21,0.0506,0.0197,-0.0023,-0.0212,0.0025,0.0022,853.0,7.9e-05,2.2,0.003522,0.0,0.0,5.4e-05,2.2,0.001633,0.0,0.0,14.1,0
16.217,266,0.5017,0.5072,7.4,,44.95,23.19,15.21,0.0159,0.0197,0.0004,-0.0226,0.0025,0.0022,863.0,8.2e-05,2.19,0.003545,0.0,0.0,5.7e-05,2.19,0.001637,0.0,0.0,5.1,0
16.269,267,0.5056,0.5072,7.38,,44.95,21.0,15.21,0.0362,0.0197,-0.0005,-0.022,0.0025,0.0022,853.0,8.3e-05,2.18,0.003567,0.0,0.0,5.7e-05,2.18,0.001641,0.0,0.0,9.6,0
16.296,268,0.4791,0.5072,7.36,,44.95,20.9,15.21,0.0444,0.0196,-0.0016,-0.0198,0.0025,0.0022,856.0,8.4e-05,2.18,0.003589,0.0,0.0,5.7e-05,2.18,0.001644,0.0,0.0,12.2,0
16.378,269,0.492,0.5072,7.33,,44.95,21.47,15.21,0.0103,0.0197,0.0014,-0.0198,0.0025,0.0022,866.0,8.2e-05,2.17,0.003612,0.0,0.0,5.3e-05,2.17,0.001648,0.0,0.0,-0.5,0
16.429,270,0.4913,0.5072,7.3,,44.95,21.65,15.21,0.0088,0.0197,0.0023,-0.0198,0.0025,0.0022,869.0,8.2e-05,2.16,0.003634,0.0,0.0,5.3e-05,2.16,0.001651,0.0,0.0,-3.3,0
16.571,271,0.5083,0.5072,7.24,,44.95,25.11,15.21,0.0047,0.0198,0.0016,-0.0229,0.0025,0.0022,863.0,8.5e-05,2.15,0.003657,0.0,0.0,5.6e-05,2.26,0.001655,0.0,0.0,-0.9,0
16.585,272,0.4563,0.5072,7.24,,44.95,23.12,15.21,0.009,0.0198,0.0005,-0.0196,0.0025,0.0022,856.0,8.5e-05,2.14,0.00368,0.0,0.0,5.6e-05,2.26,0.001658,0.0,0.0,2.3,0
16.625,273,0.4417,0.5072,7.22,,44.95,23.47,15.21,0.0298,0.0197,-0.0017,-0.02,0.0025,0.0022,858.0,8.5e-05,2.13,0.003703,0.0,0.0,5.6e-05,2.25,0.001662,0.0,0.0,10.5,0
16.664,274,0.4272,0.5072,7.2,,44.95,23.48,15.21,0.0443,0.0197,-0.0035,-0.0186,0.0025,0.0022,850.0,8.5e-05,2.13,0.003725,0.0,0.0,5.7e-05,2.24,0.001665,0.0,0.0,14.5,0
16.703,275,0.4646,0.5072,7.18,,44.95,22.71,15.21,0.0347,0.0197,-0.0019,-0.0193,0.0025,0.0022,855.0,8.6e-05,2.12,0.003748,0.0,0.0,5.7e-05,2.23,0.001669,0.0,0.0,9.6,0
16.812,276,0.4418,0.5072,7.14,,44.95,23.53,15.21,0.0153,0.0197,-0.0013,-0.0181,0.0025,0.0022,856.0,9e-05,2.11,0.003771,0.0,0.0,6e-05,2.22,0.001672,0.0,0.0,5.9,0
16.889,277,0.4354,0.5072,7.11,,44.95,23.98,15.21,0.0108,0.0197,-0.0005,-0.0179,0.0025,0.0022,855.0,8.8e-05,2.1,0.003794,0.0,0.0,5.6e-05,2.21,0.001676,0.0,0.0,-1.3,0
16.966,278,0.4627,0.5072,7.07,,44.95,22.63,15.21,0.0316,0.0197,-0.0005,-0.0196,0.0025,0.0022,858.0,8.8e-05,2.1,0.003818,0.0,0.0,5.6e-05,2.21,0.001679,0.0,0.0,-4.0,0
17.02,279,0.4416,0.5072,7.05,,44.95,24.57,15.21,0.0596,0.0197,0.0012,-0.0211,0.0025,0.0022,858.0,8.8e-05,2.2,0.003841,0.0,0.0,5.6e-05,2.2,0.001682,0.0,0.0,-12.5,0
17.042,280,0.4645,0.5072,7.04,,44.95,24.22,15.21,0.0653,0.0197,0.0013,-0.0212,0.0025,0.0022,855.0,8.8e-05,2.19,0.003865,0.0,0.0,5.7e-05,2.19,0.001686,0.0,0.0,-13.1,0
17.095,281,0.4634,0.5072,7.02,,44.95,24.32,15.21,0.0295,0.0197,-0.0012,-0.0199,0.0025,0.0022,853.0,8.9e-05,2.18,0.003888,0.0,0.0,5.8e-05,2.18,0.001689,0.0,0.0,-2.2,0
17.121,282,0.471,0.5072,7.01,,44.95,21.93,15.21,0.0279,0.0197,-0.0025,-0.02,0.0025,0.0022,852.0,9.2e-05,2.17,0.003913,0.0,0.0,6e-05,2.17,0.001693,0.0,0.0,0.4,0
17.212,283,0.4674,0.5072,6.97,,44.95,20.0,15.21,0.0379,0.0196,-0.0053,-0.0169,0.0025,0.0022,844.0,9.3e-05,2.17,0.003937,0.0,0.0,6e-05,2.17,0.001696,0.0,0.0,9.0,0
17.238,284,0.4793,0.5072,6.96,,44.95,20.81,15.21,0.0366,0.0196,-0.0051,-0.0177,0.0025,0.0022,844.0,9.1e-05,2.16,0.003962,0.0,0.0,5.6e-05,2.27,0.0017,0.0,0.0,10.9,0
17.276,285,0.487,0.5072,6.95,,44.95,20.51,15.21,0.0435,0.0196,-0.0061,-0.0196,0.0025,0.0022,844.0,9.2e-05,2.15,0.003987,0.0,0.0,5.7e-05,2.26,0.001704,0.0,0.0,15.4,0
17.33,286,0.4708,0.5072,6.92,,44.95,19.84,15.21,0.0416,0.0195,-0.0048,-0.0191,0.0025,0.0022,844.0,9.5e-05,2.14,0.004013,0.0,0.0,6e-05,2.25,0.001708,0.0,0.0,12.6,0
17.524,287,0.483,0.5072,6.85,,44.95,22.82,15.21,0.0233,0.0195,-0.0022,-0.0212,0.0025,0.0022,851.0,9.5e-05,2.14,0.004039,0.0,0.0,6e-05,2.24,0.001712,0.0,0.0,8.7,0
17.563,288,0.4865,0.5072,6.83,,44.95,24.72,15.21,0.0321,0.0195,-0.0027,-0.0222,0.0025,0.0022,846.0,9.5e-05,2.13,0.004066,0.0,0.0,6e-05,2.23,0.001716,0.0,0.0,10.4,0
17.628,289,0.4796,0.5072,6.81,,44.95,23.11,15.21,0.0311,0.0194,-0.0042,-0.0201,0.0025,0.0022,844.0,9.6e-05,2.12,0.004093,0.0,0.0,6.1e-05,2.23,0.001721,0.0,0.0,13.5,0
17.642,290,0.4626,0.5072,6.8,,44.95,23.54,15.21,0.0343,0.0194,-0.0038,-0.0198,0.0025,0.0022,844.0,9.7e-05,2.11,0.004121,0.0,0.0,6.1e-05,2.22,0.001725,0.0,0.0,14.0,0
17.68,291,0.4833,0.5072,6.79,,44.95,21.83,15.21,0.0314,0.0194,-0.0037,-0.0203,0.0025,0.0021,846.0,0.0001,2.11,0.00415,0.0,0.0,6.4e-05,2.21,0.00173,0.0,0.0,13.1,0
17.785,292,0.4933,0.5072,6.75,,44.95,21.52,15.21,0.0341,0.0193,-0.0032,-0.02,0.0025,0.0021,844.0,9.9e-05,2.1,0.004179,0.0,0.0,6e-05,2.2,0.001735,0.0,0.0,11.4,0
17.836,293,0.4884,0.5072,6.73,,44.95,20.88,15.21,0.0411,0.0193,-0.0041,-0.0193,0.0025,0.0021,844.0,9.9e-05,2.09,0.004209,0.0,0.0,6.1e-05,2.2,0.00174,0.0,0.0,14.5,0
17.878,294,0.5038,0.5072,6.71,,44.95,22.18,15.21,0.0377,0.0192,-0.0034,-0.0205,0.0025,0.0021,846.0,0.0001,2.19,0.00424,0.0,0.0,6.1e-05,2.19,0.001745,0.0,0.0,12.5,0
17.957,295,0.4941,0.5072,6.68,,44.95,21.07,15.21,0.0225,0.0192,-0.002,-0.0193,0.0025,0.0021,850.0,0.0001,2.18,0.004272,0.0,0.0,6.2e-05,2.18,0.00175,0.0,0.0,7.8,0
17.993,296,0.5086,0.5072,6.67,,44.95,21.6,15.21,0.0312,0.0192,-0.0029,-0.02,0.0025,0.0021,844.0,0.000101,2.17,0.004304,0.0,0.0,6.2e-05,2.17,0.001756,0.0,0.0,11.4,0
18.034,297,0.5088,0.5072,6.65,,44.95,21.03,15.21,0.0344,0.0192,-0.0031,-0.0205,0.0025,0.0021,846.0,0.000104,2.16,0.004338,0.0,0.0,6.5e-05,2.16,0.001762,0.0,0.0,11.5,0
18.113,298,0.4937,0.5072,9.94,,44.95,20.97,15.21,0.0335,0.0191,-0.003,-0.02,0.0025,0.0021,847.0,0.000104,2.16,0.004372,0.0,0.0,6.5e-05,2.26,0.001768,0.0,0.0,13.0,0
18.152,299,0.48,0.5072,9.92,,44.95,21.31,15.21,0.0455,0.0191,-0.004,-0.0212,0.0025,0.0021,844.0,0.000104,2.15,0.004407,0.0,0.0,6.2e-05,2.25,0.001774,0.0,0.0,16.5,0
18.175,300,0.4859,0.5072,9.9,,44.95,20.69,15.21,0.0522,0.0191,-0.0051,-0.0204,0.0026,0.0021,847.0,0.000104,2.14,0.004443,0.0,0.0,6.2e-05,2.24,0.00178,0.0,0.0,18.4,0
18.305,301,0.4996,0.5072,9.83,,44.95,20.87,15.21,0.0556,0.0191,-0.0051,-0.0203,0.0026,0.0021,844.0,0.000107,2.14,0.00448,0.0,0.0,6.5e-05,2.24,0.001787,0.0,0.0,20.0,0
18.345,302,0.4975,0.5072,9.81,,44.95,20.34,15.21,0.0553,0.0191,-0.0047,-0.0201,0.0026,0.0021,844.0,0.000108,2.13,0.004518,0.0,0.0,6.5e-05,2.23,0.001794,0.0,0.0,18.2,0
18.383,303,0.4916,0.5072,9.79,,44.95,20.66,15.21,0.0495,0.0191,-0.0045,-0.02,0.0026,0.0021,844.0,0.000108,2.12,0.004556,0.0,0.0,6.6e-05,2.22,0.001801,0.0,0.0,18.0,0
18.423,304,0.4955,0.5072,9.77,,44.95,20.03,15.21,0.0496,0.0191,-0.0043,-0.0204,0.0026,0.0021,844.0,0.000109,2.11,0.004596,0.0,0.0,6.6e-05,2.21,0.001808,0.0,0.0,17.6,0
18.448,305,0.5116,0.5072,9.76,,44.95,20.8,15.21,0.0481,0.019,-0.0037,-0.0201,0.0026,0.0021,847.0,0.00011,2.11,0.004636,0.0,0.0,6.7e-05,2.21,0.001815,0.0,0.0,16.3,0
18.487,306,0.4892,0.5072,9.74,,44.95,21.77,15.21,0.0553,0.019,-0.0045,-0.0221,0.0026,0.0021,847.0,0.000113,2.1,0.004678,0.0,0.0,7e-05,2.2,0.001823,0.0,0.0,19.3,0
18.526,307,0.4852,0.5072,9.72,,44.95,20.46,15.21,0.0678,0.0191,-0.0059,-0.0212,0.0026,0.0021,844.0,0.000113,2.1,0.004699,0.0,0.0,7e-05,2.2,0.001816,0.0,0.0,22.0,0
18.617,308,0.4758,0.5072,9.67,,44.95,20.93,15.21,0.0464,0.0191,-0.0042,-0.0196,0.0026,0.0021,846.0,0.000114,2.1,0.004721,0.0,0.0,7e-05,2.2,0.00181,0.0,0.0,17.4,0
18.661,309,0.4926,0.5072,9.65,,44.95,21.17,15.21,0.0538,0.0191,-0.0041,-0.0206,0.0026,0.0021,847.0,0.000115,2.1,0.004745,0.0,0.0,7e-05,2.2,0.001804,0.0,0.0,17.3,0
18.738,310,0.4899,0.5072,9.61,,44.95,21.39,15.21,0.047,0.019,-0.0039,-0.0211,0.0026,0.0021,844.0,0.000116,2.1,0.00477,0.0,0.0,7e-05,2.2,0.001799,0.0,0.0,15.6,0
18.819,311,0.503,0.5072,9.56,,44.95,20.16,15.21,0.0447,0.019,-0.0041,-0.0217,0.0026,0.0021,847.0,0.000117,2.1,0.004797,0.0,0.0,7.1e-05,2.2,0.001794,0.0,0.0,16.5,0
18.883,312,0.5154,0.5072,9.53,,44.95,20.15,15.21,0.0468,0.019,-0.0038,-0.0209,0.0026,0.0021,850.0,0.000118,2.1,0.004825,0.0,0.0,7.1e-05,2.2,0.00179,0.0,0.0,15.6,0
18.895,313,0.4981,0.5072,9.53,,44.95,20.62,15.21,0.0527,0.019,-0.005,-0.0221,0.0026,0.0021,846.0,0.000119,2.1,0.004855,0.0,0.0,7.1e-05,2.2,0.001786,0.0,0.0,19.3,0
18.975,314,0.5015,0.5072,9.49,,44.95,21.09,15.21,0.0459,0.019,-0.0042,-0.0209,0.0026,0.0021,849.0,0.00012,2.1,0.004886,0.0,0.0,7.1e-05,2.2,0.001783,0.0,0.0,16.4,0
19.041,315,0.4902,0.5072,9.45,,44.95,20.68,15.21,0.0498,0.0189,-0.0043,-0.0197,0.0026,0.0021,849.0,0.000121,2.1,0.004918,0.0,0.0,7.1e-05,2.2,0.001781,0.0,0.0,16.5,0
19.082,316,0.4908,0.5072,9.43,,44.95,20.37,15.21,0.0556,0.0189,-0.0047,-0.0204,0.0026,0.0021,846.0,0.000122,2.1,0.004953,0.0,0.0,7.2e-05,2.2,0.001779,0.0,0.0,17.8,0
19.118,317,0.4315,0.5072,9.41,76.66,44.95,19.2,15.21,0.1237,0.0189,-0.0117,-0.0158,0.0026,0.0021,834.0,0.000123,2.1,0.004988,0.0,0.0,7.2e-05,2.2,0.001778,0.0,0.0,39.6,1
19.169,318,0.4289,0.5072,9.39,47.65,51.57,13.97,15.21,0.1913,0.0189,-0.016,-0.0152,0.0026,0.0021,838.0,0.000124,2.1,0.005026,0.0,0.0,7.2e-05,2.2,0.001778,0.0,0.0,62.7,1
19.252,319,0.5468,0.5107,9.35,26.74,72.49,10.27,16.13,0.2916,0.0189,-0.0165,-0.0212,0.0026,0.0021,833.0,0.000125,2.1,0.005065,0.0,0.0,7.2e-05,2.2,0.001778,0.0,0.0,111.4,1
19.273,320,0.5876,0.5393,9.34,29.53,72.49,15.91,16.13,0.1747,0.0189,-0.0076,-0.0248,0.0026,0.0021,837.0,0.000126,2.1,0.005106,0.0,0.0,7.3e-05,2.2,0.001779,0.0,0.0,60.7,1
19.325,321,0.5108,0.5393,12.42,32.48,72.49,24.65,16.13,0.22,0.0189,0.0129,-0.0231,0.0026,0.0021,856.0,0.000127,2.1,0.005148,0.0,0.0,7.3e-05,2.2,0.00178,0.0,0.0,-69.2,1
19.39,322,0.4609,0.5393,12.38,30.43,72.49,22.38,16.13,0.156,0.0189,0.0038,-0.0242,0.0026,0.0021,858.0,0.000129,2.1,0.005193,0.0,0.0,7.4e-05,2.2,0.001783,0.0,0.0,-39.1,1
19.444,323,0.4425,0.5393,12.34,25.65,73.58,19.68,16.13,0.1383,0.0189,0.005,-0.0214,0.0026,0.0021,861.0,0.00013,2.1,0.005239,0.0,0.0,7.4e-05,2.2,0.001785,0.0,0.0,-44.5,1
19.509,324,0.4701,0.5393,12.3,25.45,73.78,23.49,16.13,0.0382,0.0189,0.0006,-0.0159,0.0026,0.0021,844.0,0.000131,2.1,0.005287,0.0,0.0,7.4e-05,2.2,0.001789,0.0,0.0,-7.1,0
19.635,325,0.5203,0.5393,12.22,18.81,80.41,18.87,16.13,0.3057,0.0189,0.0099,-0.0246,0.0026,0.0021,840.0,0.000132,2.1,0.005336,0.0,0.0,7.5e-05,2.2,0.001793,0.0,0.0,-95.0,1
19.664,326,0.5335,0.5393,12.2,22.11,80.41,17.73,16.13,0.3151,0.0189,0.0131,-0.0259,0.0026,0.0021,844.0,0.000134,2.1,0.005388,0.0,0.0,7.5e-05,2.2,0.001799,0.0,0.0,-101.2,1
19.704,327,0.4254,0.539,12.18,33.6,80.41,22.88,16.13,0.04,0.0189,-0.0019,-0.0221,0.0026,0.0021,834.0,0.000135,2.1,0.005441,0.0,0.0,7.6e-05,2.2,0.001804,0.0,0.0,15.2,0
19.743,328,0.4412,0.539,12.16,30.41,80.41,18.65,16.13,0.1147,0.0189,-0.0011,-0.0206,0.0026,0.0021,833.0,0.000137,2.1,0.005497,0.0,0.0,7.6e-05,2.2,0.001811,0.0,0.0,27.8,1
19.795,329,0.4794,0.539,12.12,28.12,80.41,18.02,16.13,0.1913,0.0189,-0.01,-0.0217,0.0026,0.0021,827.0,0.000138,2.1,0.005554,0.0,0.0,7.7e-05,2.2,0.001818,0.0,0.0,70.3,1
19.821,330,0.4383,0.539,12.11,33.07,80.41,13.52,16.13,0.287,0.0189,-0.0218,-0.0135,0.0026,0.0021,821.0,0.000139,2.1,0.005613,0.0,0.0,7.7e-05,2.2,0.001826,0.0,0.0,101.0,1
19.916,331,0.4468,0.539,12.05,70.71,80.41,20.01,16.13,0.0396,0.0189,-0.0026,-0.0153,0.0026,0.0021,838.0,0.000141,2.1,0.005674,0.0,0.0,7.8e-05,2.2,0.001835,0.0,0.0,6.6,0
19.954,332,0.4147,0.5358,12.03,,80.41,22.66,16.13,0.0964,0.0189,0.0063,-0.0137,0.0026,0.0021,869.0,0.000142,2.0,0.005738,0.0,0.0,7.8e-05,2.2,0.001845,0.0,0.0,-29.1,1
19.98,333,0.5114,0.5358,12.01,,80.41,23.16,16.13,0.0651,0.0189,-0.0023,-0.023,0.0026,0.0021,849.0,0.000144,2.0,0.005803,0.0,0.0,7.9e-05,2.2,0.001855,0.0,0.0,8.3,0
20.032,334,0.4856,0.5358,11.98,,80.41,16.5,16.13,0.1696,0.0189,-0.0104,-0.0238,0.0026,0.0021,841.0,0.000146,2.0,0.00587,0.0,0.0,7.9e-05,2.2,0.001867,0.0,0.0,56.2,1
20.071,335,0.4598,0.5358,11.96,,80.41,18.23,16.13,0.1507,0.0189,-0.0104,-0.025,0.0026,0.0021,850.0,0.000147,2.0,0.005939,0.0,0.0,8e-05,2.2,0.001879,0.0,0.0,52.9,1
20.189,336,0.4768,0.5358,11.89,,80.41,15.76,16.13,0.1905,0.0189,-0.0106,-0.026,0.0026,0.0021,850.0,0.000149,2.0,0.006011,0.0,0.0,8e-05,2.2,0.001892,0.0,0.0,61.3,1
20.225,337,0.5174,0.5358,11.87,,80.41,15.87,16.13,0.169,0.0189,-0.0106,-0.0263,0.0026,0.0021,856.0,0.00015,2.0,0.006085,0.0,0.0,8.1e-05,2.2,0.001906,0.0,0.0,56.7,1
20.265,338,0.5317,0.5358,11.84,,80.41,16.87,16.13,0.1197,0.0189,-0.0074,-0.0259,0.0026,0.0021,863.0,0.000152,2.0,0.006161,0.0,0.0,8.2e-05,2.2,0.00192,0.0,0.0,35.7,1
20.303,339,0.5579,0.5358,11.82,,80.41,,16.13,0.2687,0.0189,0.016,-0.0198,0.0026,0.0021,,0.000154,2.0,0.006239,0.0,0.0,8.2e-05,2.2,0.001936,0.0,0.0,-94.4,1
20.368,340,0.4944,0.5358,11.78,,80.41,26.84,16.57,0.1318,0.0189,0.0112,-0.0189,0.0026,0.0021,,0.000156,2.0,0.00632,0.0,0.0,8.3e-05,2.2,0.001952,0.0,0.0,-44.7,1
20.406,341,0.4797,0.5358,11.76,,80.41,25.4,16.57,0.0782,0.019,0.0064,-0.0193,0.0027,0.0021,,0.000157,2.0,0.006403,0.0,0.0,8.3e-05,2.2,0.00197,0.0,0.0,-24.5,0
20.445,342,0.4798,0.5358,11.74,,80.41,22.27,16.57,0.029,0.019,0.0032,-0.0192,0.0027,0.0021,870.0,0.000159,2.0,0.006488,0.0,0.0,8.4e-05,2.2,0.001988,0.0,0.0,-8.8,0
20.524,343,0.4831,0.5358,11.69,,80.41,20.33,16.57,0.0484,0.019,-0.0037,-0.0181,0.0027,0.0021,855.0,0.000161,2.0,0.006576,0.0,0.0,8.5e-05,2.2,0.002008,0.0,0.0,17.4,0
20.563,344,0.5074,0.5358,11.67,,80.41,17.59,16.57,0.0587,0.019,-0.0037,-0.0169,0.0027,0.0021,853.0,0.000163,2.0,0.006667,0.0,0.0,8.6e-05,2.2,0.002028,0.0,0.0,19.5,0
20.646,345,0.498,0.5358,11.62,,80.41,19.4,16.57,0.0403,0.0189,-0.0015,-0.0189,0.0027,0.0021,853.0,0.000165,2.0,0.00676,0.0,0.0,8.6e-05,2.2,0.002049,0.0,0.0,12.7,0
20.686,346,0.5066,0.5358,11.6,,80.41,19.04,16.57,0.0475,0.0189,-0.0025,-0.0193,0.0027,0.0021,856.0,0.000167,2.0,0.006856,0.0,0.0,8.7e-05,2.2,0.002072,0.0,0.0,15.3,0
20.763,347,0.4912,0.5358,11.56,,80.41,19.49,16.57,0.0462,0.0189,-0.0022,-0.0192,0.0027,0.0021,855.0,0.000169,2.0,0.006955,0.0,0.0,8.8e-05,2.2,0.002095,0.0,0.0,15.2,0
20.816,348,0.4957,0.5358,11.53,,80.41,20.77,16.57,0.0393,0.0189,-0.0022,-0.0198,0.0027,0.0021,856.0,0.000171,2.0,0.007057,0.0,0.0,8.9e-05,2.2,0.00212,0.0,0.0,12.6,0
20.855,349,0.4827,0.5358,11.51,,80.41,20.41,16.57,0.0282,0.0188,-0.0013,-0.0184,0.0026,0.0021,856.0,0.000173,2.0,0.007161,0.0,0.0,9e-05,2.2,0.002146,0.0,0.0,9.3,0
